product_name,category,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo)
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,45,148
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",243,724
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",109,249
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,384,1678
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",424,580
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",126,278
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,129,528
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",46,38
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",393,1375
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",37,41
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,56,168
Atliq_Curtains,"Home Care",300,BOGOF,64,211
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",196,307
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",399,586
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",18,16
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",396,558
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",126,167
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",28,24
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",15,14
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",78,92
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,63,244
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,307,1200
Atliq_Curtains,"Home Care",300,BOGOF,27,107
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",378,332
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",133,114
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",346,505
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,61,203
Atliq_Curtains,"Home Care",300,BOGOF,58,225
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",334,424
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,105,423
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",115,154
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,96,377
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",117,251
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",244,312
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",224,685
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",16,14
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,124,514
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",231,314
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",304,428
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",166,252
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",336,467
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,111,473
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,91,281
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",465,674
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",468,599
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",310,421
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",73,65
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,106,454
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",390,585
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",42,34
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",33,28
Atliq_Curtains,"Home Care",300,BOGOF,73,215
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",19,14
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",43,62
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",49,37
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,19,66
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",346,269
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",15,12
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",66,71
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,73,287
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,387,1509
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",108,145
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",80,109
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",63,51
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,75,297
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",88,186
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",52,57
Atliq_Curtains,"Home Care",300,BOGOF,33,109
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,114,457
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",124,135
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",46,63
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",34,28
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",186,252
Atliq_Curtains,"Home Care",300,BOGOF,37,155
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,40,133
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",71,90
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",71,76
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",141,180
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,87,298
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",37,31
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,38,119
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",295,454
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",355,347
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",171,222
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,56,224
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,124,500
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,54,184
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,29,97
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",45,62
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",80,124
Atliq_Curtains,"Home Care",300,BOGOF,31,79
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",298,420
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",112,170
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,415,1672
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",28,43
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,69,303
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",40,33
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,26,91
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",341,606
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,45,138
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,78,274
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",301,237
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",30,24
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,304,1340
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",362,959
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,61,243
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",54,68
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,40,135
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",320,416
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,124,527
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,322,1291
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",147,198
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",60,49
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",367,330
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",39,61
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",103,131
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",49,71
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",45,36
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",28,22
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",22,30
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,43,147
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",50,80
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",390,1318
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",25,20
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",407,1245
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",67,93
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",67,56
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",434,629
Atliq_Curtains,"Home Care",300,BOGOF,61,189
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",369,1073
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",369,332
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",34,25
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",37,26
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",16,13
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",210,367
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,51,198
Atliq_Curtains,"Home Care",300,BOGOF,42,183
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",187,181
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",91,72
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,40,119
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",77,67
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",78,68
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",15,12
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",28,23
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,382,1638
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",31,22
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",227,172
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",71,63
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,54,169
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",57,50
Atliq_Curtains,"Home Care",300,BOGOF,46,115
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,25,64
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",16,11
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",64,81
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",54,39
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",30,25
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",64,84
Atliq_Curtains,"Home Care",300,BOGOF,52,204
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,42,143
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",40,34
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,64,256
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",244,217
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,43,166
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",400,1176
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",89,113
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,77,260
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,79,349
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",38,50
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",61,50
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,187,733
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,40,140
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",390,339
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",190,547
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",28,22
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",89,116
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,42,123
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",286,394
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,273,1097
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",46,66
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",463,629
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",15,12
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",25,21
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",136,242
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",34,30
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",323,965
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",94,120
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",120,274
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",96,92
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",33,50
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,85,338
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",91,80
Atliq_Curtains,"Home Care",300,BOGOF,61,189
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",386,594
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,379,1603
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",103,129
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",319,449
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",312,393
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",19,15
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",36,26
Atliq_Curtains,"Home Care",300,BOGOF,43,147
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",235,329
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,433,1883
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,42,167
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",119,107
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,57,178
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",595,886
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",101,131
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",192,188
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",78,62
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,363,1408
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,192,754
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",237,327
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,93,234
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",105,173
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",358,1070
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",91,113
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",21,15
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,54,183
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",77,113
Atliq_Curtains,"Home Care",300,BOGOF,47,162
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",336,507
Atliq_Curtains,"Home Care",300,BOGOF,71,282
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",416,1472
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,28,92
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",13,10
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",454,644
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",118,253
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,402,1652
Atliq_Curtains,"Home Care",300,BOGOF,51,140
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",54,76
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",133,167
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",36,49
Atliq_Curtains,"Home Care",300,BOGOF,40,165
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",388,1187
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",80,107
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,84,219
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,47,189
Atliq_Curtains,"Home Care",300,BOGOF,40,154
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,333,869
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",57,79
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",73,84
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",34,27
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",31,46
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,69,274
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",222,275
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",343,301
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",273,382
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,454,1788
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,57,189
Atliq_Curtains,"Home Care",300,BOGOF,64,257
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",78,102
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",57,72
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,103,444
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",379,1095
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",99,86
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,370,1439
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,415,1622
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",47,62
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",432,1291
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",64,98
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,22,73
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,45,157
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",343,312
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",28,22
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",101,90
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,384,1509
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",22,16
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",148,196
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,408,1607
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",122,272
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",508,751
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",244,334
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",295,289
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,47,179
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",199,300
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",45,64
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",225,195
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",106,137
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",58,92
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",25,23
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",30,42
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",507,704
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,336,1434
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",70,93
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",48,55
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",180,171
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",225,279
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,47,165
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,361,963
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,291,762
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",271,243
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",73,102
Atliq_Curtains,"Home Care",300,BOGOF,33,115
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,24,92
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",16,15
Atliq_Curtains,"Home Care",300,BOGOF,22,88
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",31,26
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",64,80
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",110,146
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,22,73
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",278,430
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",134,156
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",25,20
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,114,441
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",358,529
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",120,159
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,87,347
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",345,438
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,70,270
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",77,83
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",91,123
Atliq_Curtains,"Home Care",300,BOGOF,49,170
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",161,265
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",54,49
Atliq_Curtains,"Home Care",300,BOGOF,45,150
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,31,102
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",126,175
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",25,18
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",37,30
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",82,79
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",161,231
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",357,317
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",129,165
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,118,464
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",25,20
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",285,222
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",31,26
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",213,302
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",18,14
